,id,mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
2095,2096,11,60,27,0,1,0,0,7,4,17,4,1,0,12,79,19,4,7,729,0,0,0,0,0,0,0,1
2096,2097,7,50,38,0,1,1,0,5,5,20,4,1,1,0,0,0,4,0,1444,0,0,1,0,0,0,0,0
2099,2100,7,40,48,0,0,0,1,7,8,18,6,1,1,12,67,27,6,0,2304,0,0,1,0,0,0,0,1
2100,2101,9,68,19,0,0,0,1,10,1,15,1,1,0,0,0,0,4,0,361,0,0,1,0,0,0,0,0
2102,2103,11,56,31,0,0,0,1,8,3,19,3,1,1,10,78,21,4,0,961,0,0,0,0,0,0,0,1
2103,2104,5,63,25,0,0,0,1,7,2,19,2,1,1,0,0,0,4,0,625,0,0,0,0,0,1,0,0
2104,2105,4,55,33,0,1,0,1,6,5,22,5,1,1,1,76,20,6,6,1089,0,0,1,0,0,1,0,1
2105,2106,10,64,23,0,1,0,1,10,1,20,1,1,1,0,0,0,4,0,529,0,0,0,1,0,0,0,0
2108,2109,9,56,31,0,1,0,1,8,4,19,4,1,1,4,81,24,5,7,961,0,0,1,0,0,0,0,1
2109,2110,10,57,30,0,1,0,0,2,5,17,5,1,1,9,75,17,4,0,900,0,0,1,0,0,0,0,1
2111,2112,11,58,29,0,1,0,1,6,4,18,4,1,1,7,75,16,4,0,841,0,0,0,1,0,0,0,1
2114,2115,10,66,21,0,1,0,0,7,1,19,1,1,0,0,0,0,4,0,441,0,0,0,1,0,0,0,0
2115,2116,9,60,27,0,1,0,0,10,2,22,2,1,1,0,0,0,4,0,729,0,0,0,0,0,0,0,0
2117,2118,1,70,18,0,1,0,0,3,1,17,1,1,0,0,0,0,4,0,324,0,0,0,1,0,1,0,0
2118,2119,5,45,43,0,1,0,1,0,3,26,3,1,0,1,70,24,6,0,1849,0,0,0,1,0,1,1,1
2119,2120,3,63,25,0,1,0,0,7,3,17,3,1,1,8,79,16,8,7,625,0,0,0,1,0,1,0,1
2120,2121,7,48,40,0,1,0,1,5,2,19,2,0,0,12,71,23,4,2,1600,0,0,0,0,0,0,0,1
2123,2124,6,49,39,0,0,0,0,5,6,20,6,1,0,11,68,19,4,0,1521,0,0,0,1,0,1,0,1
2125,2126,12,59,28,0,1,0,0,4,1,25,1,1,0,8,87,27,6,0,784,0,0,0,1,0,0,0,1
2126,2127,6,63,25,0,1,0,0,7,1,25,1,1,0,9,85,22,4,7,625,0,0,1,0,0,1,0,1
2127,2128,7,59,29,0,1,0,0,7,4,21,3,1,1,0,0,0,4,0,841,0,0,0,0,0,0,0,0
2128,2129,3,63,25,0,1,0,0,8,2,22,2,1,0,0,0,0,6,0,625,0,0,0,1,0,1,0,0
2130,2131,4,68,20,0,1,0,0,7,1,19,1,1,0,0,0,0,4,0,400,0,0,0,0,0,1,0,0
2131,2132,11,57,30,0,1,0,0,7,3,19,3,1,1,9,76,18,4,7,900,0,0,0,0,0,0,0,1
2134,2135,7,39,49,0,1,0,0,4,1,24,1,0,0,12,60,21,4,7,2401,0,0,0,1,0,0,0,1
2136,2137,6,52,36,0,0,0,0,7,6,18,6,1,1,0,0,0,2,0,1296,0,0,1,0,0,1,0,0
2137,2138,9,54,33,0,0,0,0,0,7,15,6,1,1,11,76,22,6,2,1089,0,0,1,0,0,0,1,1
2139,2140,10,57,30,0,1,0,0,8,1,16,1,1,1,0,0,0,4,0,900,0,0,1,0,0,0,0,0
2140,2141,9,69,18,0,1,0,1,7,1,17,1,1,0,0,0,0,4,0,324,0,0,1,0,0,0,0,0
2141,2142,9,57,30,0,1,0,0,7,3,18,3,1,1,0,0,0,6,0,900,0,0,0,0,0,0,0,0
2143,2144,9,47,40,0,0,0,0,8,9,20,7,1,0,10,67,20,0,0,1600,0,0,0,1,0,0,0,1
2144,2145,6,58,30,0,1,0,0,2,5,16,5,1,1,3,75,16,4,0,900,0,0,0,1,0,1,0,1
2145,2146,6,47,41,0,0,0,0,7,9,20,9,1,0,9,66,19,4,3,1681,0,0,0,1,0,1,0,1
2146,2147,8,50,38,0,1,0,1,6,6,19,6,1,0,3,67,16,4,0,1444,0,0,0,0,0,0,0,1
2148,2149,8,65,23,0,1,0,0,9,1,21,1,1,1,0,0,0,6,0,529,0,0,0,1,0,0,0,0
2150,2151,2,53,35,0,1,0,1,7,8,14,6,1,1,1,69,15,4,0,1225,0,0,0,0,0,1,0,1
2151,2152,6,50,38,0,0,0,0,0,5,22,5,1,1,0,0,0,4,0,1444,0,0,0,1,0,1,1,0
2152,2153,8,68,20,0,1,0,1,9,1,18,1,1,0,0,0,0,3,0,400,0,0,0,0,0,0,0,0
2153,2154,4,60,28,0,0,0,0,0,5,18,5,1,1,12,78,18,3,0,784,0,0,0,0,0,1,1,1
2156,2157,2,62,26,0,1,0,0,3,4,17,3,1,1,9,77,15,3,0,676,0,0,1,0,0,1,0,1
2157,2158,9,47,40,0,1,0,1,2,10,17,10,1,1,3,64,16,4,0,1600,0,0,0,1,0,0,0,1
2159,2160,4,60,28,0,0,0,0,0,3,17,3,1,1,12,77,17,4,7,784,0,0,0,1,0,1,1,1
2160,2161,11,63,24,0,1,0,0,7,3,19,2,1,1,9,85,21,4,0,576,0,0,0,1,0,0,0,1
2161,2162,8,59,29,0,0,0,0,0,4,17,4,1,1,8,76,17,6,0,841,0,0,0,0,0,0,1,1
2162,2163,2,53,35,0,1,0,0,7,5,21,5,1,1,0,0,0,4,0,1225,0,0,0,1,0,1,0,0
2163,2164,6,62,26,0,0,0,0,3,4,17,3,1,1,3,83,20,4,0,676,0,0,0,1,0,1,0,1
2166,2167,5,56,32,0,1,0,0,5,5,20,4,1,1,12,74,18,4,0,1024,0,0,0,0,1,1,0,1
2167,2168,6,52,36,0,1,0,0,7,2,27,2,1,1,0,0,0,4,0,1296,0,0,0,1,0,1,0,0
2168,2169,6,59,29,0,1,0,0,0,4,17,4,1,1,12,75,16,4,5,841,0,0,1,0,0,1,1,1
2169,2170,9,54,33,0,0,0,0,0,4,17,4,1,1,0,0,0,4,0,1089,0,0,0,1,0,0,1,0
2170,2171,8,57,31,0,0,0,0,0,3,16,3,1,1,0,0,0,7,0,961,0,0,0,0,0,0,1,0
2171,2172,6,72,16,0,1,0,0,7,1,15,1,1,0,0,0,0,10,0,256,0,0,0,1,0,1,0,0
2174,2175,8,57,31,0,1,1,0,7,1,24,1,1,1,0,0,0,6,0,961,0,0,0,1,0,0,0,0
2176,2177,5,42,46,0,1,0,0,4,7,16,5,1,0,1,59,16,10,0,2116,0,0,0,1,0,1,0,1
2178,2179,4,65,23,0,1,0,1,7,2,18,2,1,1,0,0,0,3,0,529,0,0,1,0,0,1,0,0
2179,2180,5,59,29,0,1,0,1,0,2,25,2,1,1,0,0,0,4,0,841,0,0,0,0,0,1,1,0
2180,2181,6,40,48,0,0,0,0,2,4,18,3,0,0,2,56,15,6,0,2304,0,0,0,0,1,1,0,1
2181,2182,5,64,24,0,0,0,0,6,2,17,2,1,1,6,76,12,10,0,576,0,0,1,0,0,1,0,1
2182,2183,12,59,28,0,1,0,1,7,2,21,2,1,1,0,0,0,4,0,784,0,0,0,1,0,0,0,0
2183,2184,7,62,26,0,1,0,1,7,2,17,2,1,1,0,0,0,4,0,676,0,0,0,1,0,0,0,0
2185,2186,7,55,33,0,1,0,0,7,4,22,3,1,1,3,75,19,8,0,1089,0,0,0,1,0,0,0,1
2186,2187,1,64,24,0,1,0,1,7,1,17,1,1,1,0,0,0,4,0,576,0,0,0,1,0,1,0,0
2188,2189,8,62,26,0,1,0,0,6,3,17,3,1,1,8,75,13,4,0,676,0,0,1,0,0,0,0,1
2189,2190,8,64,24,0,1,0,0,7,4,16,4,1,1,6,79,14,6,10,576,0,0,1,0,0,0,0,1
2191,2192,12,62,25,0,1,0,1,0,3,20,3,1,1,0,0,0,3,0,625,0,0,1,0,0,0,1,0
2192,2193,6,43,45,0,1,0,0,3,5,19,5,0,0,4,61,17,4,0,2025,0,0,1,0,0,1,0,1
2193,2194,3,66,22,0,1,0,0,6,1,22,1,1,0,0,0,0,2,0,484,0,0,1,0,0,1,0,0
2194,2195,11,49,38,1,0,0,0,5,5,20,5,1,1,3,68,18,6,0,1444,0,0,1,0,0,0,0,1
2196,2197,12,56,31,0,1,0,0,7,4,18,4,1,1,12,74,18,6,0,961,0,0,0,1,0,0,0,1
2197,2198,6,45,43,0,0,0,0,0,9,23,8,1,0,0,0,0,4,0,1849,0,0,1,0,0,1,1,0
2198,2199,9,60,28,0,1,0,0,10,1,20,1,1,1,12,79,19,4,10,784,0,0,0,0,0,0,0,1
2199,2200,7,56,32,0,1,0,0,12,4,18,3,1,1,0,0,0,6,0,1024,0,0,0,1,0,0,0,0
2200,2201,5,56,32,0,1,0,0,12,3,17,3,1,1,7,80,24,6,10,1024,0,0,0,1,0,1,0,1
2201,2202,10,57,30,0,1,0,1,7,1,19,1,1,1,0,0,0,4,0,900,0,0,0,1,0,0,0,0
2202,2203,5,52,36,0,1,0,0,3,6,17,6,1,1,11,66,14,4,0,1296,0,0,0,1,0,1,0,1
2203,2204,9,61,27,0,1,0,0,0,2,21,2,1,1,12,76,15,10,0,729,0,0,0,1,0,0,1,1
2206,2207,10,67,20,0,0,0,1,8,1,19,1,1,1,0,0,0,4,0,400,0,0,0,1,0,0,0,0
2207,2208,1,55,33,0,1,0,1,7,4,18,3,1,1,1,83,28,6,4,1089,0,0,0,1,0,1,0,1
2208,2209,12,57,30,0,1,0,1,7,3,19,3,1,1,3,76,18,4,3,900,0,0,0,1,0,0,0,1
2210,2211,8,72,16,0,1,0,1,7,1,15,1,1,0,0,0,0,6,0,256,0,0,0,1,0,0,0,0
2212,2213,1,47,41,0,1,0,0,4,8,18,6,1,1,9,68,21,0,0,1681,0,0,1,0,0,1,0,1
2213,2214,12,62,25,0,1,0,1,5,3,17,3,1,1,6,79,16,6,0,625,0,0,1,0,0,0,0,1
2214,2215,3,45,43,0,0,0,1,4,9,19,8,1,1,12,62,17,2,0,1849,0,0,1,0,0,1,0,1
2215,2216,6,64,24,0,0,0,1,10,3,16,3,1,1,6,84,20,2,12,576,0,0,0,1,0,1,0,1
2217,2218,3,69,19,0,0,1,0,7,1,18,1,1,0,0,0,0,3,0,361,0,0,0,1,0,1,0,0
2218,2219,1,61,27,0,1,0,0,7,4,16,4,1,1,12,75,14,4,10,729,0,0,0,0,0,1,0,1
2220,2221,10,60,27,0,0,0,0,3,2,17,2,1,1,0,0,0,4,0,729,0,0,1,0,0,0,0,0
2221,2222,6,52,36,0,1,0,1,0,5,20,5,1,1,11,71,19,0,5,1296,0,0,1,0,0,1,1,1
2223,2224,11,55,32,0,1,0,0,5,3,15,3,1,0,12,75,20,4,0,1024,0,0,0,1,0,0,0,1
2224,2225,1,42,46,0,0,0,0,0,12,12,9,1,0,1,57,15,4,0,2116,0,0,0,1,0,1,1,1
2225,2226,3,66,22,0,0,0,0,0,2,19,2,1,0,0,0,0,4,0,484,0,0,0,1,0,1,1,0
2226,2227,7,61,27,0,0,0,1,0,4,18,4,1,1,0,0,0,6,0,729,0,0,0,1,0,0,1,0
2227,2228,6,52,36,0,1,0,1,2,5,17,4,1,0,1,70,17,0,0,1296,0,0,0,1,0,1,0,1
2229,2230,6,44,44,0,0,0,0,4,7,18,7,1,0,1,64,19,0,1,1936,0,0,0,0,0,1,0,1
2230,2231,4,71,17,0,0,0,0,7,1,16,1,1,0,0,0,0,1,0,289,0,0,0,1,0,1,0,0
2231,2232,11,47,40,0,1,0,1,2,7,22,7,1,0,1,69,21,8,0,1600,0,0,0,1,0,0,0,1
2234,2235,6,50,38,0,1,0,0,10,3,22,3,1,1,0,0,0,4,0,1444,0,0,0,1,0,1,0,0
2235,2236,11,60,27,0,0,0,0,0,4,16,4,1,1,0,0,0,6,0,729,0,0,1,0,0,0,1,0
2236,2237,11,60,27,0,1,0,0,10,3,18,2,1,1,1,82,21,4,10,729,0,0,1,0,0,0,0,1
2237,2238,8,56,32,0,0,0,0,0,4,18,4,1,1,9,72,16,6,0,1024,0,0,1,0,0,0,1,1
2238,2239,2,62,26,0,1,0,0,5,3,16,3,1,1,10,80,18,3,0,676,0,0,1,0,0,1,0,1
2239,2240,12,63,24,0,1,0,0,10,3,17,3,1,1,0,0,0,4,0,576,0,0,0,1,0,0,0,0
2240,2241,1,47,41,0,1,0,0,0,2,33,2,1,1,0,0,0,4,0,1681,0,0,1,0,0,1,1,0
2242,2243,1,56,32,0,0,0,0,4,1,25,1,1,1,12,74,18,7,0,1024,0,0,1,0,0,1,0,1
2243,2244,9,58,30,0,1,0,1,0,6,12,6,1,0,1,76,17,6,0,900,0,0,0,0,0,0,1,1
2244,2245,8,52,36,0,0,0,1,0,5,22,4,1,0,5,76,23,7,0,1296,0,0,0,1,0,0,1,1
2247,2248,6,65,23,0,0,0,0,7,2,16,2,1,0,0,0,0,4,0,529,0,0,0,0,0,1,0,0
2248,2249,2,67,21,0,0,0,0,4,1,21,1,1,0,0,0,0,10,0,441,0,0,0,0,0,1,0,0
2250,2251,12,43,44,1,1,1,1,10,4,21,3,1,1,1,64,20,4,13,1936,0,0,0,1,0,0,0,1
2251,2252,9,41,46,0,1,0,0,4,5,20,5,0,0,0,0,0,0,0,2116,0,0,0,1,0,0,0,0
2252,2253,7,66,22,0,0,0,0,7,1,17,1,1,1,0,0,0,2,0,484,0,0,1,0,0,0,0,0
2253,2254,10,45,42,0,0,0,0,0,8,21,7,1,0,0,0,0,5,0,1764,0,0,1,0,0,0,1,0
2254,2255,7,46,42,0,1,0,0,0,7,17,5,1,1,7,72,26,10,1,1764,0,0,1,0,0,0,1,1
2255,2256,3,60,28,0,1,0,0,10,3,19,3,1,1,0,0,0,4,0,784,0,0,0,0,0,1,0,0
2257,2258,5,61,27,0,1,0,0,7,4,20,4,1,1,10,78,17,6,4,729,0,0,0,0,1,1,0,1
2258,2259,12,55,32,0,1,0,0,0,2,29,2,1,1,0,0,0,5,0,1024,0,0,1,0,0,0,1,0
2259,2260,5,61,27,0,1,0,0,7,4,20,4,1,1,10,78,17,6,4,729,0,0,0,0,1,1,0,1
2260,2261,7,64,24,0,1,0,0,7,1,23,1,1,0,12,85,21,4,7,576,0,0,1,0,0,0,0,1
2261,2262,8,39,49,0,0,0,0,0,3,30,3,1,1,4,67,27,3,0,2401,0,0,0,1,0,0,1,1
2262,2263,11,41,46,0,1,0,0,5,7,19,6,1,0,10,68,26,4,3,2116,0,0,0,1,0,0,0,1
2263,2264,2,66,22,0,1,1,0,0,1,20,1,1,0,0,0,0,2,0,484,0,0,0,0,0,1,1,0
2264,2265,8,63,25,0,1,1,0,0,2,17,2,1,0,0,0,0,4,0,625,0,0,1,0,0,0,1,0
2265,2266,9,58,30,0,1,0,0,10,3,22,3,1,1,0,0,0,6,0,900,0,0,0,1,0,0,0,0
2266,2267,7,66,22,0,1,1,1,10,1,18,1,1,1,3,88,21,2,10,484,0,0,0,1,0,0,0,1
2268,2269,4,50,38,0,1,0,0,3,9,17,9,1,1,9,67,17,0,0,1444,0,0,0,0,1,1,0,1
2269,2270,3,68,20,0,1,0,0,5,2,16,2,1,1,0,0,0,5,0,400,0,0,0,0,1,1,0,0
2270,2271,8,70,18,0,1,0,0,7,1,17,1,1,1,7,87,16,6,0,324,0,0,0,0,1,0,0,1
2272,2273,1,50,38,0,1,0,1,0,8,19,8,1,1,1,69,19,8,0,1444,0,0,0,1,0,1,1,1
2273,2274,1,69,19,0,1,0,1,5,1,18,1,1,0,0,0,0,6,0,361,0,0,0,1,0,1,0,0
2274,2275,9,54,34,0,1,0,1,0,6,18,5,1,1,9,80,26,5,0,1156,0,0,1,0,0,0,1,1
2277,2278,1,48,40,0,1,0,1,0,8,19,8,1,0,9,68,20,8,0,1600,0,0,0,1,0,1,1,1
2278,2279,6,50,38,0,1,0,1,7,9,18,9,1,0,5,67,16,6,0,1444,0,0,0,1,0,1,0,1
2279,2280,4,58,30,0,1,0,1,4,5,19,5,1,1,8,77,19,8,0,900,0,0,0,1,0,1,0,1
2280,2281,7,44,44,0,1,0,1,0,9,19,9,1,1,7,63,19,7,0,1936,0,0,0,0,0,0,1,1
2282,2283,1,54,34,0,1,0,1,2,6,18,6,1,0,7,76,22,8,3,1156,0,0,0,0,0,1,0,1
2283,2284,7,69,19,0,1,0,0,6,1,19,1,1,0,0,0,0,3,0,361,0,0,1,0,0,0,0,0
2285,2286,6,60,28,0,1,0,1,0,5,16,5,1,1,2,77,16,5,0,784,0,0,0,1,0,1,1,1
2286,2287,8,43,45,0,1,0,0,6,3,20,3,0,0,6,63,19,5,3,2025,0,0,0,1,0,0,0,1
2287,2288,5,49,39,0,1,1,0,7,4,19,3,1,1,0,0,0,4,0,1521,0,0,0,1,0,1,0,0
2289,2290,10,40,47,0,1,0,0,4,3,19,2,1,0,3,62,21,6,0,2209,0,0,1,0,0,0,0,1
2290,2291,1,64,24,0,1,0,0,7,2,17,2,1,1,1,87,23,3,0,576,0,0,1,0,0,1,0,1
2292,2293,3,66,22,0,0,0,0,0,1,21,1,0,0,0,0,0,1,0,484,0,0,0,1,0,1,1,0
2293,2294,7,66,22,0,0,0,0,0,1,20,1,0,0,0,0,0,2,0,484,0,0,0,1,0,0,1,0
2295,2296,5,50,38,0,0,0,0,0,5,15,5,1,0,0,0,0,4,0,1444,0,0,1,0,0,1,1,0
2297,2298,6,53,35,0,0,0,0,0,2,23,2,1,0,0,0,0,4,0,1225,0,0,1,0,0,1,1,0
2298,2299,8,43,45,0,0,0,0,0,3,25,3,1,1,0,0,0,3,0,2025,0,0,0,1,0,0,1,0
2299,2300,3,50,38,0,0,0,0,0,7,19,7,1,0,0,0,0,5,0,1444,0,0,0,1,0,1,1,0
2301,2302,6,43,45,0,0,0,0,0,5,23,5,0,0,0,0,0,4,0,2025,0,0,0,1,0,1,1,0
2305,2306,7,53,35,0,1,0,0,0,6,20,6,1,1,12,72,19,7,0,1225,0,0,1,0,0,0,1,1
2306,2307,6,53,35,0,0,0,0,0,3,19,2,1,1,6,82,29,3,0,1225,0,0,0,1,0,1,1,1
2307,2308,8,45,43,0,0,0,0,0,6,14,6,1,0,6,59,13,10,0,1849,0,0,0,0,1,0,1,1
2308,2309,6,55,33,0,0,0,0,0,3,24,3,1,1,3,73,17,6,0,1089,0,0,1,0,0,1,1,1
2309,2310,7,66,22,0,0,0,0,4,1,22,1,1,0,0,0,0,6,0,484,0,0,1,0,0,0,0,0
2312,2313,12,54,33,0,1,0,0,7,4,19,4,1,1,8,81,26,6,5,1089,0,0,0,1,0,0,0,1
2313,2314,3,68,20,0,0,0,1,8,2,18,2,1,0,12,85,17,5,0,400,0,0,1,0,0,1,0,1
2314,2315,6,42,46,0,0,0,0,0,3,35,3,1,1,12,76,34,6,0,2116,0,0,0,1,0,1,1,1
2315,2316,6,49,39,0,0,0,0,0,6,18,6,1,0,3,66,16,6,0,1521,0,0,1,0,0,1,1,1
2316,2317,6,58,30,0,1,0,0,5,5,16,5,1,0,7,72,14,8,7,900,0,0,1,0,0,1,0,1
2317,2318,6,48,40,0,1,0,0,3,10,19,8,1,1,10,66,18,10,7,1600,0,0,0,0,1,1,0,1
2318,2319,4,64,24,0,0,0,0,6,3,17,3,1,1,3,78,13,4,0,576,0,0,1,0,0,1,0,1
2319,2320,3,63,25,0,0,0,0,7,2,19,2,1,1,0,0,0,5,0,625,0,0,1,0,0,1,0,0
2320,2321,3,60,28,0,0,0,0,5,5,18,4,1,1,6,80,20,4,0,784,0,0,0,1,0,1,0,1
2322,2323,1,54,34,0,0,0,0,3,7,17,7,1,1,1,71,17,4,0,1156,0,0,1,0,0,1,0,1
2325,2326,9,60,28,0,1,0,1,7,2,19,2,1,1,1,79,18,6,0,784,0,0,1,0,0,0,0,1
2326,2327,12,43,44,0,0,0,0,1,6,24,5,1,1,1,69,25,4,0,1936,0,0,1,0,0,0,0,1
2327,2328,6,62,26,0,1,0,1,4,3,18,3,1,0,8,85,23,4,0,676,0,0,1,0,0,1,0,1
2329,2330,8,69,19,0,1,0,0,7,1,17,1,1,0,0,0,0,3,0,361,0,0,1,0,0,0,0,0
2330,2331,2,49,39,0,0,0,1,4,8,19,8,1,1,7,77,28,4,0,1521,0,0,1,0,0,1,0,1
2333,2334,8,51,37,0,1,0,0,0,3,19,2,1,0,0,0,0,4,0,1369,0,0,0,1,0,0,1,0
2334,2335,9,69,19,0,0,0,0,8,2,16,2,1,1,0,0,0,2,0,361,0,0,0,1,0,0,0,0
2335,2336,11,48,39,0,1,0,0,4,5,18,5,1,0,7,67,18,3,0,1521,0,0,1,0,0,0,0,1
2338,2339,4,41,47,0,0,0,0,3,3,29,3,1,0,4,80,39,5,0,2209,0,0,1,0,0,1,0,1
2339,2340,9,52,36,0,0,0,0,0,7,16,7,1,1,1,70,17,7,7,1296,0,0,1,0,0,0,1,1
2340,2341,3,68,20,0,1,0,1,0,2,15,2,1,0,1,80,11,10,0,400,0,0,1,0,0,1,1,1
2341,2342,1,67,21,0,0,0,1,7,1,21,1,1,1,10,86,19,6,0,441,0,0,1,0,0,1,0,1
2342,2343,2,66,22,0,0,0,1,3,1,20,1,1,1,0,0,0,4,0,484,0,0,0,0,0,1,0,0
2343,2344,2,52,36,0,1,0,1,7,1,27,1,1,1,0,0,0,6,0,1296,0,0,0,1,0,1,0,0
2344,2345,3,53,35,0,1,1,1,7,3,23,3,1,1,10,73,20,5,0,1225,0,0,0,1,0,1,0,1
2345,2346,8,58,30,0,0,0,1,0,4,16,4,1,1,10,78,20,4,0,900,0,0,0,1,0,0,1,1
2346,2347,5,63,25,0,0,0,1,2,4,16,4,1,0,2,82,18,2,0,625,0,0,1,0,0,1,0,1
2347,2348,5,53,35,0,0,0,0,1,5,21,5,1,1,10,83,30,7,0,1225,0,0,0,0,0,1,0,1
2348,2349,8,63,25,0,0,0,0,7,3,17,3,1,1,9,81,18,4,3,625,0,0,0,1,0,0,0,1
2349,2350,4,63,25,0,1,0,1,10,2,19,2,1,1,0,0,0,4,0,625,0,0,0,0,1,1,0,0
2351,2352,7,58,30,1,1,1,0,7,4,19,4,1,0,1,76,17,6,0,900,0,0,0,0,1,0,0,1
2352,2353,2,58,30,0,1,0,0,0,6,16,6,0,0,7,75,17,2,0,900,0,0,1,0,0,1,1,1
2353,2354,2,39,49,0,1,0,1,0,8,22,8,0,0,3,60,21,4,0,2401,0,0,0,1,0,1,1,1
2354,2355,1,66,22,0,1,1,0,10,1,17,1,1,1,0,0,0,4,0,484,0,0,0,1,0,1,0,0
2355,2356,8,57,31,0,1,0,0,10,2,23,2,1,1,0,0,0,4,0,961,0,0,0,0,1,0,0,0
2356,2357,2,40,48,0,1,0,0,0,10,18,10,0,0,4,56,16,4,0,2304,0,0,0,1,0,1,1,1
2358,2359,4,51,37,0,1,0,0,0,6,25,6,0,0,0,0,0,1,0,1369,0,0,0,0,1,1,1,0
2359,2360,3,42,46,0,1,0,0,0,1,33,1,0,0,2,70,27,6,0,2116,0,0,0,0,1,1,1,1
2360,2361,5,47,41,0,1,0,0,0,3,28,3,0,0,9,75,28,10,0,1681,0,0,0,0,1,1,1,1
2361,2362,6,59,29,0,1,0,0,0,5,18,5,1,1,9,76,17,5,0,841,0,0,0,0,1,1,1,1
2362,2363,6,41,47,0,1,0,1,4,9,19,9,1,1,12,60,19,9,4,2209,0,0,0,1,0,1,0,1
2363,2364,8,64,24,0,1,0,0,5,2,15,2,1,1,0,0,0,7,0,576,0,0,1,0,0,0,0,0
2364,2365,9,67,21,0,1,0,0,7,2,16,1,1,0,3,83,15,7,0,441,0,0,0,0,1,0,0,1
2365,2366,8,68,20,0,1,0,0,7,1,18,1,1,1,0,0,0,6,0,400,0,0,0,0,1,0,0,0
2366,2367,8,59,29,0,1,0,1,10,4,21,2,1,1,6,78,18,6,12,841,0,0,0,0,1,0,0,1
2367,2368,2,50,38,0,1,0,1,5,6,20,4,1,1,11,69,19,6,2,1444,0,0,0,0,1,1,0,1
2368,2369,1,58,30,0,1,0,0,10,1,29,1,1,1,0,0,0,6,0,900,0,0,0,0,1,1,0,0
2369,2370,3,67,21,0,1,0,1,10,1,19,1,1,1,0,0,0,4,0,441,0,0,1,0,0,1,0,0
2373,2374,2,61,27,0,1,0,1,7,2,22,2,1,1,0,0,0,5,0,729,0,0,0,0,1,1,0,0
2374,2375,1,55,33,0,1,0,0,7,4,22,4,1,0,1,74,19,5,0,1089,0,0,0,0,1,1,0,1
2375,2376,9,59,29,0,0,0,0,7,2,17,2,1,0,1,75,15,5,0,841,0,0,0,0,1,0,0,1
2376,2377,2,52,36,0,0,0,0,0,7,18,7,1,1,1,69,16,7,0,1296,0,0,0,0,1,1,1,1
2377,2378,1,39,49,0,0,0,1,0,9,18,9,1,0,1,55,16,6,0,2401,0,0,0,0,1,1,1,1
2379,2380,4,54,34,0,1,0,1,1,3,17,3,1,1,7,77,23,4,7,1156,0,0,1,0,0,1,0,1
2381,2382,1,54,34,0,0,0,0,0,5,18,5,1,0,1,78,24,6,0,1156,0,0,1,0,0,1,1,1
2383,2384,8,65,23,0,0,0,1,7,1,20,1,1,1,0,0,0,4,0,529,1,7,0,1,0,0,0,0
2384,2385,6,51,37,0,0,0,0,0,3,21,3,1,0,6,70,19,5,0,1369,1,0,0,0,1,1,1,1
2385,2386,1,62,26,0,1,0,1,7,1,23,1,1,1,0,0,0,4,0,676,1,7,0,0,0,1,0,0
2386,2387,3,40,48,0,0,0,0,6,8,23,7,1,1,10,64,24,4,3,2304,1,6,0,0,0,1,0,1
2388,2389,12,60,27,0,0,0,0,0,3,17,3,1,1,0,0,0,4,0,729,1,0,1,0,0,0,1,0
2389,2390,4,66,22,0,1,0,0,7,1,16,1,1,1,0,0,0,4,0,484,1,7,1,0,0,1,0,0
2390,2391,5,65,23,0,1,1,0,10,1,21,1,1,1,0,0,0,2,0,529,1,10,0,0,0,1,0,0
2392,2393,5,68,20,0,0,0,0,7,1,18,1,1,0,0,0,0,1,0,400,1,7,0,1,0,1,0,0
2393,2394,9,66,21,0,0,0,0,10,1,20,1,1,1,0,0,0,1,0,441,1,10,0,0,1,0,0,0
2394,2395,6,58,30,0,1,0,1,9,1,22,1,1,1,0,0,0,1,0,900,1,9,0,1,0,1,0,0
2396,2397,9,54,33,0,1,0,0,8,2,21,2,1,1,0,0,0,6,0,1089,1,8,0,1,0,0,0,0
2397,2398,6,64,24,0,1,0,0,0,1,16,1,1,0,6,88,24,20,12,576,1,0,1,0,0,1,1,1
2398,2399,3,46,42,0,0,0,0,0,5,22,5,1,0,4,69,23,5,0,1764,1,0,1,0,0,1,1,1
2399,2400,6,48,40,0,1,0,0,0,10,17,7,1,1,10,60,12,4,0,1600,1,0,0,0,1,1,1,1
2400,2401,6,45,43,0,1,0,0,0,5,20,5,1,1,4,84,38,7,7,1849,1,0,0,1,0,1,1,1
2401,2402,7,68,20,0,1,0,0,9,1,18,1,1,1,0,0,0,3,0,400,1,9,0,1,0,0,0,0
2402,2403,11,62,25,0,1,0,0,7,1,20,1,1,1,0,0,0,3,0,625,1,7,0,0,0,0,0,0
2403,2404,6,54,34,0,1,0,0,4,3,20,3,1,1,6,74,20,5,0,1156,1,4,0,0,1,1,0,1
2404,2405,10,59,28,0,1,0,1,10,2,18,2,1,1,0,0,0,4,0,784,1,10,1,0,0,0,0,0
2405,2406,4,56,32,0,0,0,0,7,3,16,3,1,1,0,0,0,4,0,1024,1,7,0,0,0,1,0,0
2406,2407,2,60,28,0,0,0,0,1,2,19,2,1,1,0,0,0,2,0,784,1,1,1,0,0,1,0,0
